,CD79a,FOXP3,CDX2,CD8,p53,GATA3,CD21,PD-L1,Ki67,CD45,CD30,PAX5,HLA-DR,CD5,CD2,CD45RA,CD4,PD-1,MUC-1,BCL2,CD56,Cytokeratin7,CD25,VISTA,Hep-Par-1,CD11c,IRF4,CD20,EGFR,IDO-1,GranzymeB,MelanA,OX-40,Vimentin,Synaptophysin,CD117(c-kit),Na-K-ATPase,CD194,CD57,Pan-Cytokeratin,CD68,CD3,SMA,CD34,EpCAM,CollagenIV,CD45RO,Podoplanin,CD15,CD7,CD163,ChromograninA,CD31,CD123,MMP9,CD138,CD38,Hyaluronan
0,361.6984,299.18625,135.89069,33.8583,267.96558,60.629555,15.135628,89.95344,999.66394,64.99798,139.78947,665.6842,38.22267,159.73886,111.93725,68.84615,104.94129,152.08098,12.350203,54.572876,79.42105,10.732794,259.21255,125.79757,15.661943,50.23077,123.271255,9.700405,141.16599,59.192307,8.382591,197.02834,771.53033,21.84008,14.291498,86.751015,32.412956,129.92712,62.147774,7.582996,100.49393,86.87247,8.799595,33.548584,263.42914,36.402836,586.7632,27.512146,239.88866,280.53036,56.60931,5.0748987,13.639676,1506.8481,35.665993,22.22672,333.69434,2093.9473
1,114.03933,1445.279,237.10861,424.84082,349.48502,72.11049,3.1872659,43.40637,94.0824,3.3164794,80.96816,703.3071,1.1573033,190.62547,58.26779,18.432585,122.61985,220.00562,0.0,0.10861423,110.22846,0.0,692.6611,505.14606,14.734082,13.172285,113.98315,0.0,93.61236,36.067417,766.7584,539.9213,1270.8033,198.21536,0.20037453,146.12547,0.043071162,46.779026,74.475655,0.0,141.08801,521.85583,0.8651685,4.679775,480.5674,1.8426967,494.5618,13.73221,5564.017,758.382,110.044945,0.0,1.7808989,3574.5356,2.7940075,0.6254682,874.48505,635.294
2,53.76753,157.13875,124.62509,42.540222,262.87897,47.680443,5.8494463,30.899632,1283.056,47.039116,147.79631,396.14908,17.783764,149.74243,55.12546,16.372694,84.32103,129.32178,0.896679,10.492989,66.1262,1.4391143,92.75941,212.11809,20.349815,30.814022,75.41033,6.7904058,121.47749,51.163837,10.740959,220.2583,1164.3904,683.5756,7.7431736,149.81772,16.214022,71.157936,90.865685,1.5682657,501.10184,126.10775,3.699631,22.431734,781.60297,24.078966,4211.7446,18.89594,427.9476,770.5247,130.2487,2.200738,1.2516605,3534.245,21.331366,19.773432,682.3026,1481.031
3,76.1898,722.51495,137.24014,534.1095,616.5728,54.47279,2.679592,54.377552,45.661224,18.157824,160.42722,426.40204,12.378231,197.71156,66.96531,51.660545,164.94081,145.98096,0.104761906,12.366667,93.21156,0.2170068,500.6,270.19525,15.769388,49.409523,69.81156,7.9809523,173.86734,61.987076,742.70746,441.9068,1206.3081,633.3619,3.2965987,175.36462,9.021089,467.3585,99.81361,0.55306125,208.1687,421.81836,1.1442177,11.906122,446.7102,12.347619,1157.8143,25.255783,4978.538,1074.6061,82.74762,1.1115646,6.329252,3055.0266,28.863266,14.12381,538.21564,969.5748
4,252.24966,440.2974,155.57436,221.6371,303.65756,52.065483,3.770805,38.457027,78.56344,35.49113,69.93588,484.06958,9.502047,66.613914,49.754433,85.48977,250.8322,104.06685,0.83901775,9.267394,100.94134,0.4010914,387.62482,498.71213,521.10913,20.343792,124.97681,3.8321965,55.31105,67.35744,183.36972,330.91132,1389.0314,910.9195,1.994543,198.5989,7.260573,337.6712,105.79263,1.9563438,435.2483,296.76535,3.324693,3.0381992,443.2865,8.368349,1331.8036,18.210096,4158.8896,887.8581,183.82811,0.19236016,1.7053206,3843.764,64.42974,4.8703957,950.63165,1028.6603
5,348.47934,401.1343,176.59505,434.29132,502.68802,71.50207,0.55991733,38.35124,111.068184,19.570248,68.295456,666.6095,0.39256197,110.71694,67.27273,51.369835,531.7438,161.92975,0.0,3.6859505,134.29959,0.14256199,828.469,580.75415,3.7210743,1.9380165,157.51447,0.0,99.61364,80.96075,717.16736,552.64874,1846.1199,534.3719,0.0,251.20248,0.0,1038.0083,129.65909,0.0,99.79339,555.188,0.0,1.9483471,742.2273,0.0,2573.814,14.092976,5300.5845,1265.6777,126.421486,0.0,0.13636364,5351.628,175.52893,0.0,1140.7769,696.9752
6,139.3356,473.01364,136.96082,374.3356,451.26065,45.797276,7.894378,106.6644,521.891,33.16695,309.4174,482.74277,14.553662,415.62863,79.49233,21.686543,208.569,125.683136,0.0,13.115843,99.41737,0.0,708.8177,297.01364,14.282794,56.088585,67.39523,0.5417377,388.92505,67.15503,302.10052,583.2896,1524.3561,48.83816,1.6064736,200.03067,9.822828,219.25894,150.49574,0.0,351.8552,341.7615,1.306644,16.55196,821.96594,15.62862,1519.9387,32.816013,4429.835,1355.925,249.64735,0.2350937,4.189097,4211.182,22.056217,7.8040886,790.06305,877.6303
7,75.37016,111.6105,136.49033,423.45166,271.73065,40.541435,6.153315,32.269337,17.06768,69.024864,180.10635,283.8743,18.302486,206.7942,48.47652,29.933702,93.94475,68.006905,0.04281768,4.8674035,42.462708,1.2292818,55.903316,110.28591,45.128452,26.266575,57.893646,4.569061,195.25829,51.015194,358.4558,237.76796,924.46826,895.6671,2.5676796,122.58011,16.255526,237.02625,67.76934,0.06629834,174.72238,125.75967,6.596685,23.936464,305.27625,24.76105,910.7293,19.350828,3690.8066,616.76794,124.53453,21.495857,5.5,2194.7432,72.81906,15.491713,230.64641,697.8425
8,150.87476,219.35934,124.17438,169.36223,482.47208,36.062622,9.429672,91.17534,109.94605,183.4422,218.22832,386.5761,31.010597,300.31406,66.72543,120.611755,342.4297,86.67245,0.114643544,27.640656,73.35164,0.2061657,523.53467,316.368,21.44316,97.93256,151.9894,6.138728,239.25626,91.609825,113.890175,296.47977,860.1098,31.245665,2.2129095,128.74277,22.678226,269.06262,106.74374,0.00096339115,561.78033,159.20038,1.0703275,22.845858,345.68497,34.145473,1619.9663,28.769749,1403.3661,745.0703,1586.1359,0.7909441,10.93738,2525.2217,24.541426,19.165703,1185.6339,932.54816
9,108.18401,365.81705,148.2345,85.70452,462.56573,53.995792,5.5299683,75.33754,271.25974,16.97897,119.252365,790.12195,7.7497373,129.39221,61.205048,19.564669,107.38906,213.88434,1.1146162,43.4143,148.10725,0.659306,535.6046,465.11356,32.74553,37.246056,211.82649,1.8874868,140.03996,89.74974,8.783386,508.75183,1661.9874,1482.1893,7.212408,324.52155,7.7970557,170.6898,140.60779,0.9905363,267.1262,260.50473,246.13565,1278.327,652.6404,63.6898,1776.9832,31.401682,165.43112,627.26605,173.60463,0.9537329,9.524711,2945.7917,12.768664,9.052576,803.3291,1257.49
10,260.2635,734.3051,248.2057,65.64098,548.0478,53.379044,2.1101694,30.469183,191.10863,136.82512,197.75809,1611.8344,27.486132,277.77658,138.61171,10.710323,116.93452,729.55853,0.18027735,19.354391,484.19568,0.4414484,549.75037,1174.2727,14.013097,90.231125,1021.5092,7.483051,312.9661,307.92218,85.72958,539.0085,2041.3104,1071.5686,3.096302,664.52,23.399845,661.3197,257.28735,1.7519261,1480.9777,663.52313,5.1178737,18.731125,1398.654,25.90678,783.85596,38.918335,445.1125,820.5077,589.1695,0.84745765,27.554699,5298.496,26.416025,22.550848,1984.7466,1248.7843
11,1771.3044,139.21367,196.35832,106.97501,356.90466,40.864563,10.952662,64.8284,53.337936,260.92966,201.55818,522.58057,22.169624,233.06837,69.17028,191.07364,123.47534,104.704796,0.17619987,15.18409,92.90796,0.22485207,530.82446,284.84485,26.639711,35.084156,139.11177,4.172255,256.02695,83.71992,33.998028,392.09863,916.1598,131.31755,2.8126233,157.2334,15.038791,256.24854,154.08612,0.32018408,287.38,156.52136,3.4930966,16.560158,361.43588,22.201841,1878.3025,36.604866,268.66534,760.49506,194.31624,0.14464168,15.1512165,3503.1433,21.861933,19.414202,854.5634,1936.4543
12,18.95525,183.4389,264.11703,117.796906,434.4957,67.10671,9.020654,55.361446,0.21686748,276.09122,339.9931,1030.3942,27.58692,509.64716,104.130806,30.752151,524.6919,135.22375,1.0895009,17.564545,118.97418,3.302926,1427.2667,683.09467,41.5611,237.4148,105.127365,5.834768,395.37866,145.28915,182.8537,694.0344,1254.8021,1898.4802,16.344234,263.68158,23.54561,1802.926,170.54045,1.4509467,3747.7798,382.7969,5.4268503,47.760757,652.83307,31.404474,1601.7625,40.199657,817.8537,3453.2341,291.89328,6.0344234,0.10499139,5419.8643,30.939758,37.228916,1867.7539,1399.6075
13,899.84607,90.75749,117.55382,45.76158,432.6301,43.787464,1.2506812,9.865804,2889.4407,32.16485,67.54019,2691.7766,9.562671,98.63965,126.81471,38.973434,53.276566,244.94958,0.16553134,703.2384,213.16962,0.29359674,1449.5641,685.67096,17.008175,5.315395,319.4169,6.619891,86.40259,177.93324,0.28201634,168.7248,1502.9482,77.248634,1.0156676,210.45027,9.28406,2003.2766,163.56403,1.4237057,206.90259,233.77043,0.61376023,3.5606267,1076.1486,9.672343,891.3951,38.424385,16.655994,628.5804,209.39714,0.10626703,17.913488,5194.2896,10.117847,7.568801,2705.981,652.8181
14,92.913345,340.718,280.38483,286.2777,340.6916,51.42411,2.989774,35.64747,212.89828,19.411196,113.63078,390.86276,13.299785,172.4058,51.173306,10.328848,130.59042,101.48601,0.25995696,11.615177,78.96286,0.33423036,223.0522,265.09958,13.622174,10.803014,99.15716,4.803014,141.85146,61.223896,113.27879,383.20184,1239.8956,548.99084,1.7621098,160.53229,10.470398,118.6211,93.86814,0.2454252,296.78473,239.68784,1.0947255,28.354145,558.65393,17.27395,616.1039,18.425726,3321.4673,883.0678,130.57428,1.5570506,2.7734122,2842.522,34.396126,7.6022606,848.36273,1004.563
15,918.9333,276.3576,181.4488,84.79165,568.28375,56.11615,4.969944,58.18747,130.5782,214.10138,151.05858,1791.9995,22.678043,176.93326,130.77585,297.1284,255.33826,203.80896,0.5832909,9.733571,185.66887,0.74223125,751.0178,439.0637,26.834946,22.764137,270.0423,8.884871,203.82527,142.46358,28.866022,509.24402,1193.4116,469.40347,3.14162,237.0051,15.808966,460.5889,208.40295,0.966378,861.09015,262.43658,1.5868568,10.987265,606.7438,26.866022,1432.3561,51.251144,110.23485,1199.6292,272.92816,0.25420275,1.54865,6642.1777,18.571064,10.799287,1940.4508,1945.3484
16,221.92021,906.43616,212.72208,1120.3684,1092.1024,89.198135,19.163565,295.73273,19.485373,94.87234,386.0665,680.44415,7.817819,555.76996,119.8617,163.10638,754.8577,237.46011,0.091755316,92.37766,153.52127,2.2220745,837.9269,396.5851,61.605053,175.21942,164.97208,0.56648934,509.96143,131.93352,1074.4388,1234.2513,1949.6157,1675.5306,2.1675532,617.383,3.944149,1407.8883,387.15692,0.010638298,415.71277,918.1223,116.3617,145.16489,1041.5479,40.678192,3239.8271,85.33777,7428.367,4135.827,465.64227,10.954787,5.0292554,6657.4175,159.35771,5.066489,1113.8431,1370.6742
17,23.220568,258.59,89.08931,128.38565,385.26794,44.125847,6.893099,91.362656,261.62247,125.85656,188.15967,291.44925,20.093369,229.295,66.606224,17.483086,156.16508,111.9364,0.3179973,22.748308,82.369415,0.31393775,373.9743,228.30988,13.374831,34.945873,69.57916,8.986468,247.95264,67.10825,69.69418,422.5548,753.84845,18.665764,4.083897,132.43031,20.377537,165.0636,96.073074,0.9742896,486.728,169.74155,3.963464,41.018944,433.00134,47.52774,1055.9675,28.316645,1575.2882,670.1394,140.82274,8.58728,9.514209,2271.529,19.833559,19.529093,678.0189,1250.8512
18,3824.4705,87.0963,375.1679,76.820984,542.00867,44.81852,0.5765432,369.80618,2.6666667,937.6445,37.162964,3253.4963,0.0,90.98642,107.81111,1097.5345,29.067902,210.89754,0.0,5.8185186,396.4852,0.0,5145.156,2622.8938,1.362963,0.0,372.56174,0.0,153.91728,300.29135,0.0,857.01483,991.14197,3.1950617,0.0,176.38396,0.0,9391.746,153.28024,0.0,578.8,215.45308,0.0,0.0,466.7827,0.0,224.31975,19.437037,12.545679,838.6037,68.23333,0.0,509.64197,5628.395,0.0,0.0,4288.842,313.02716
19,203.62032,124.29581,184.41722,89.5872,578.79425,59.165123,0.98057395,57.95938,2.2604856,75.87152,83.000885,2150.2988,1.4750552,178.17572,107.50949,45.97616,156.34702,239.39912,0.024724063,0.44944814,252.76027,0.0,2290.734,1740.8499,5.3245034,2.822958,227.28874,1.2105961,205.2203,190.98235,0.17836645,575.2958,1691.9563,217.25034,0.004415011,265.00308,2.984989,4431.262,231.33289,0.0392936,602.42426,358.25827,0.09315673,0.037527595,695.3916,2.2737308,1171.6371,27.108168,127.23797,1220.5713,170.4318,0.0070640175,30.418543,9080.951,1.6353201,0.5598234,4557.471,377.56378
20,64.83141,131.26514,266.32996,66.43804,257.51154,36.95533,3.9164264,64.9611,6.335735,35.804035,99.57637,670.915,19.665707,173.29826,60.958214,9.992795,321.28098,98.366,0.37463978,14.972623,61.5317,0.21902017,548.6023,354.96252,14.793948,113.68444,121.3415,5.426513,189.72478,95.78386,1.6080692,600.38904,804.31415,1764.1715,1.981268,204.42363,13.188761,639.4424,90.15418,1.0172911,6246.924,79.523056,2009.6902,33.21758,203.19452,90.86743,2230.9583,18.182997,502.2147,202.99423,2148.9612,0.32132566,4.0100865,1712.0764,15.080691,8.1195965,1329.062,1500.0288
21,293.98447,216.87569,171.4359,110.68532,407.78012,52.70707,7.82129,331.96738,1.3535353,212.78711,393.87878,1407.1741,70.46542,541.8003,139.16318,124.36907,1153.1888,112.877235,1.4063714,41.641804,108.459206,3.014763,1609.9308,577.0202,53.073036,120.1453,159.83061,12.789433,598.44446,213.37451,14.919969,647.4476,746.1142,1342.9285,20.701632,220.07536,51.900543,2422.258,185.07925,2.039627,4214.389,171.85393,21.772339,47.73116,486.88968,63.565655,1617.4265,63.54701,233.58897,1281.8818,5279.749,5.3434343,196.29915,5148.436,54.55089,80.28516,2639.714,1429.5082
22,482.6416,665.4604,189.19731,151.32214,466.10605,60.75302,2.2644296,43.44698,105.736916,63.030872,243.98657,1081.8912,11.649665,286.51947,95.708725,46.82953,120.025505,294.55838,0.18255034,6.948993,162.91544,0.29127517,398.91678,435.02014,23.621477,26.688591,228.96645,1.9087248,316.61075,118.27651,15.946309,459.91946,1134.5583,1250.5275,1.9221476,220.62148,15.669799,292.24698,165.19194,0.19731544,135.95973,381.69666,2.738255,20.72349,746.30066,30.633556,2347.8281,36.613422,1234.745,854.1839,152.06442,0.8966443,9.406712,6291.5894,21.986578,21.955706,1206.6013,1111.7786
23,775.899,253.16148,98.78152,84.07254,475.25217,94.202934,13.500864,169.08894,2708.7988,788.962,149.74353,570.23663,23.675303,276.9948,318.3394,150.93265,2666.8938,532.6865,1.4982729,326.24008,143.53972,1.0051813,1118.424,394.61313,40.385147,35.779793,150.13213,24.278929,191.51727,98.79965,13.170121,486.5475,1168.595,397.8722,3.5069084,205.06995,18.569084,626.9145,149.58722,1.2227979,159.84369,1704.215,3.9265976,19.909327,1119.7253,40.29447,1287.4025,34.274612,22.010363,1714.2253,164.00604,0.9447323,8.11399,4733.637,15.539723,6.7875648,891.8696,1671.9629
24,3020.246,148.54265,39.201485,179.71323,366.86157,42.166874,19.242275,87.241035,20.672436,527.5439,278.37576,548.0272,38.814587,222.06427,77.51174,404.24475,154.74783,91.15204,4.818294,35.184177,84.032135,3.3226206,747.8331,308.78122,43.662548,173.40173,98.18047,14.0407915,265.31274,96.52534,18.60445,351.54883,560.4549,1248.5835,7.399258,98.040794,39.624226,574.6143,92.116196,5.1792336,440.2571,97.668724,0.86402965,1926.7107,163.19653,135.91965,3703.0718,31.001236,607.3436,293.68604,459.45984,3.0309024,45.396786,1747.8182,54.379482,18.396786,805.36096,2202.8752
25,273.33273,361.5248,824.3336,375.8373,778.42645,200.65901,11.670956,180.95404,32.211395,1223.3391,303.94577,1254.545,4.475184,444.15442,137.01562,1004.2142,550.32446,223.07353,0.12775736,940.85754,226.64339,0.5909926,3086.9595,579.8189,47.441177,58.26011,359.24817,1.2564338,487.46414,224.77849,11.701286,936.8061,1454.1783,1396.738,1.1452206,276.06894,5.0818014,2564.7666,350.41913,0.13419117,14328.347,1076.1406,1094.7684,215.9614,456.29596,333.39154,2194.6223,48.80147,2722.2712,13328.593,3683.9282,10.027574,23.860294,4879.9116,56.171875,5.272978,1927.4365,3406.636
26,601.5831,314.76675,138.54965,140.55312,736.5589,57.40762,2.1859121,124.27598,4916.0117,104.792145,281.71823,2461.3557,22.384527,551.14087,180.96536,84.945724,449.44687,285.48383,0.01039261,1601.6039,205.76906,0.0,1809.3407,579.3545,66.39146,105.66513,336.27713,1.2309469,416.6178,219.0381,32.854504,735.06354,1472.6455,3958.06,0.830254,371.8141,13.665127,1640.8475,223.31755,0.07967667,8292.151,258.3291,3.6166282,45.321014,1499.9434,70.06467,759.74365,62.02887,692.6524,1115.3014,2604.9019,0.48383373,2.4907622,6740.7007,11.612009,6.5923786,3061.3477,1377.9457
27,30.483583,147.67168,223.42134,55.770863,313.9282,49.9487,4.783858,50.785225,799.5301,37.328316,223.35431,331.14227,23.9658,225.60533,71.890564,13.30643,96.57524,95.144325,0.3385773,7.8549933,68.65048,0.52188784,92.88441,194.12106,13.851573,22.894665,95.369354,12.493844,205.17236,70.66279,12.612175,283.34952,888.04517,12.977428,3.6956224,133.18674,22.054035,133.79753,111.24555,0.40766075,260.89398,125.14364,1.7934337,26.920656,711.20386,31.969904,2567.4856,26.563612,288.71545,809.7654,171.24077,0.56703144,5.463064,3542.5266,31.261286,18.37346,732.59784,1502.7284
28,36.06357,1004.7017,570.82886,196.23227,275.32028,63.036674,0.9193154,18.885086,29.953545,37.96088,105.68459,387.1467,7.3422985,137.67726,38.183372,3.1124694,71.02445,85.511,0.0,1.0562347,47.178486,0.0,84.46455,468.58923,2.2322738,0.27383864,115.07335,0.14914425,112.07824,47.295845,87.24694,149.53545,790.22736,12.400978,0.03422983,86.43765,7.2836185,60.88264,46.503666,0.33007336,344.37164,171.31052,1.6210269,2.0904646,295.50854,60.342297,661.6846,9.176039,2789.3716,699.3374,119.82885,99.26161,0.056234717,2494.9438,15.753057,1.2860636,2186.1785,496.87042
29,1044.3657,121.30611,139.3956,49.288353,330.71875,42.178978,5.181818,43.453835,12.1541195,253.8821,131.9446,511.04474,22.149147,136.42897,68.92471,473.10156,42.75426,105.47017,1.6079545,14.34233,87.96165,1.4190341,464.82812,463.33807,9.884943,9.9225855,103.8544,10.5575285,128.7642,69.18111,11.9808235,239.14204,934.9517,39.671165,3.6910512,143.76776,19.808239,124.06534,109.765625,2.1697443,91.97514,147.71307,2.721591,13.076705,328.7926,36.12358,802.2656,24.49929,69.93395,494.13495,153.02344,16.852272,3.9801137,3462.853,19.644886,11.9098015,1711.0824,1277.8302
30,1585.2322,251.5167,1116.1654,114.0029,773.2656,90.67054,5.0551524,183.75327,484.0537,277.66763,226.25835,2889.0188,5.5965166,352.28738,170.59651,271.28738,342.73874,281.33237,0.05079826,68.79245,293.01596,0.0,1697.6488,445.3106,29.648766,37.026123,557.852,3.3947752,414.76923,258.88535,0.01161103,1013.0929,1418.0392,3476.5894,0.7822932,421.87665,4.3701015,1238.6792,395.82874,0.19013062,3029.3105,211.03629,68.8476,8.253991,724.4049,291.02322,2294.145,55.835995,5.397678,1760.8041,1869.0015,0.008708273,25.698112,5692.601,3.8940494,4.355588,1948.3469,2529.6748
31,1989.0978,356.13937,204.59657,323.97678,813.90466,68.277504,16.387531,261.68094,40.777508,353.13815,460.85452,1635.9609,65.09902,771.8423,169.03912,206.98166,555.8386,195.25917,1.3655257,70.639366,212.34352,5.1026893,1967.3655,691.5306,66.783615,206.17726,231.88264,3.7713935,749.6357,208.32886,38.987774,1095.3925,984.2946,865.23596,20.9022,253.06235,34.030563,2343.9438,257.57703,0.6589242,985.4401,266.74084,19.292175,85.6577,694.511,66.541565,1475.9034,72.7665,1874.4047,2018.8008,833.2934,11.347188,13.848411,7258.1343,91.40709,38.05501,1845.3179,2025.7299
32,252.41086,1202.584,163.33089,636.6882,581.71387,64.196625,10.437271,141.66177,32.81658,115.53485,324.2788,650.95306,10.265591,389.78796,78.716064,66.67571,339.27292,215.5099,0.7842993,18.80044,119.76522,2.1797504,714.0279,311.63538,37.89215,81.593544,103.336754,1.2729274,408.32355,84.575935,1744.5701,739.6148,845.6816,1083.6617,10.387381,195.03302,9.024945,1000.96185,160.65297,0.3653705,487.58475,488.86426,8.973588,40.933968,729.6471,20.658108,4222.0347,25.322084,5176.883,1863.3339,170.42554,8.716067,7.683052,6036.778,78.04916,24.041819,824.36975,1425.3265
33,59.253757,138.37729,351.60602,134.13022,320.06345,60.35559,5.8263774,175.90819,14.130217,212.19533,223.0601,774.5576,15.095159,332.99832,83.283806,78.14357,2259.9365,98.070114,0.14190318,46.191986,82.111855,0.0,879.4491,249.53255,13.796328,387.4708,126.295494,0.0951586,314.53925,119.65776,40.15359,792.5676,957.2938,7381.394,0.46744573,483.1202,4.026711,1216.5793,140.14525,0.063439064,27469.078,204.9182,192.51253,3555.2053,442.6678,179.38898,4265.4272,24.108515,1105.4708,850.71783,13653.44,0.003338898,12.257095,4289.2603,9.36227,7.5292153,1874.2788,1858.8531
34,302.39337,158.56468,246.01048,105.30944,443.4388,53.265736,5.1538463,427.30594,754.257,159.48427,172.82343,1441.1154,20.898602,234.08742,105.24126,76.53147,735.86365,166.51224,0.7744755,53.166084,187.1521,0.26748252,2248.8252,919.014,33.854897,81.88986,296.8409,3.2045455,276.66785,210.98077,77.3986,510.46503,706.4108,4693.3936,0.26923078,167.60489,10.465035,3708.8845,121.372375,0.55944055,13424.4795,142.08742,3.4405594,6.784965,566.7063,15.484265,488.33392,32.506992,899.6276,585.99475,5445.9424,2.2692308,47.07867,3194.068,13.622377,6.534965,1975.6399,1570.3496
35,321.26758,254.54205,291.4396,140.82263,327.44495,55.844803,11.923548,182.16591,10.516055,132.76758,368.59555,566.17584,65.35933,556.2301,110.31193,73.85933,613.73395,126.1552,1.7874618,267.65213,86.4763,2.740061,390.4832,175.06956,37.799694,107.730125,117.326454,9.001529,483.91055,109.34098,190.32187,621.53595,677.9633,1611.0382,26.811163,175.80658,45.157494,536.3639,162.8731,1.9525994,5602.4014,161.6636,16.105505,81.77752,494.60016,83.40749,1912.896,44.195717,1170.8937,1439.8364,3412.1995,9.003058,34.328747,4973.3296,52.2026,73.689606,887.95795,1730.7385
36,281.34247,99.03626,429.96616,29.664787,381.502,37.61563,1.097502,29.543917,6.6986303,16.153908,46.71394,491.92184,6.4367447,52.962933,32.941982,13.661563,278.91458,100.78243,0.11361805,8.143433,75.74779,0.70104754,437.0959,446.1958,7.536664,274.84448,161.7067,2.6937954,60.41499,51.070107,120.883965,179.9025,689.8106,1480.1708,1.3916197,151.92747,7.052377,301.419,82.85818,0.7647059,1266.369,137.68654,1.1563256,12.875101,200.11281,52.96696,1877.5303,6.8009667,295.9299,245.81224,532.57697,0.6293312,2.4165995,2717.5247,8.792103,4.5592265,1598.1636,2482.4336
37,52.628048,233.53903,239.89024,92.70244,788.3634,69.86463,2.5109756,250.99025,6.62439,0.49634147,107.68293,2442.311,0.0,276.66953,132.97195,25.320732,149.83658,270.43048,0.0,3.312195,331.9317,0.0,4093.1511,2171.7695,9.092683,5.6987805,317.10855,0.0,405.06464,290.2927,0.0,876.0232,1771.7891,31.090244,0.0,262.75366,0.0,7043.013,253.07317,0.0,1076.2463,332.95364,0.0,0.07804878,675.2256,0.0,418.9256,35.531708,16.792683,1491.6061,51.72805,0.0,31.339024,7480.3657,0.0,0.0,4002.0452,522.7195
38,309.97925,518.07874,649.1998,225.19896,1278.269,100.55017,13.929931,284.50778,30.894464,207.1808,598.3538,1356.7604,18.361591,899.205,181.78114,214.14273,735.80884,266.9308,1.1133218,106.01211,186.94205,1.2785467,1318.4888,500.95587,65.35121,202.33478,296.17734,0.683391,1133.8417,242.74048,4.379758,1737.4221,1316.9827,5326.2407,6.887543,494.89706,15.341696,1461.5372,418.97836,0.3399654,1577.9083,411.6185,116.583046,162.2128,1123.9403,186.6955,2493.7483,80.317474,251.47751,2862.653,3553.4585,3.2897923,47.75,10871.899,23.607267,45.468857,2788.486,2176.5588
39,905.9206,397.7096,1783.8451,156.50243,784.70667,133.96805,11.449177,298.71152,330.3785,156.15585,221.11327,1669.7958,5.64182,358.9942,130.51985,349.97095,279.5063,243.54501,0.22749273,46.58761,222.26524,0.10164569,3063.1355,731.1868,39.151985,42.037754,761.73956,2.3484995,425.43948,338.7483,1.8615682,1342.5586,925.17035,1167.4473,1.2061956,211.62439,6.1916747,1925.4598,412.8093,0.28654405,860.3185,232.26718,1.6089061,24.264278,677.48114,91.92546,2197.79,40.82091,558.1791,1380.605,977.5305,1.7057115,608.3708,5971.3525,13.67667,4.7889643,2398.6138,3711.6438
40,3172.9973,270.85834,103.46412,76.18359,245.52936,36.482758,3.61137,24.039143,8.435228,256.02142,119.100655,714.43054,21.197577,148.38118,68.854614,292.79776,57.599255,94.63001,1.1314073,8.893756,98.23859,0.805219,418.7577,248.90773,18.224604,7.1304755,94.26747,9.455731,145.8369,72.234856,37.973904,269.04752,1134.3682,23.302889,1.8471575,125.76421,14.214353,213.76701,99.73625,1.4883504,3697.7317,109.55079,3.996272,12.2628145,324.19852,17.178938,889.9133,27.669151,4.9338303,604.6589,100.498604,0.76048464,3.2730663,3327.6318,17.736254,12.424976,888.0755,1173.5554
41,331.86395,200.18138,515.76373,55.804295,487.94034,57.606205,1.673031,997.8019,66.55847,65.15513,109.083534,2540.4368,0.0,225.37709,114.357994,65.6778,529.25775,184.99522,0.0,3.0954654,346.01193,0.0,4528.198,2191.716,3.0883055,9.207637,406.86395,0.0,263.23868,313.0859,0.0,969.54175,769.8067,4808.642,0.0,387.29117,0.0,8437.081,126.37709,0.0,3723.673,134.1241,0.0,0.0,341.36993,0.0,744.284,20.310263,27.761337,858.1122,4033.389,0.0,538.3628,3622.9595,0.0,0.0,3397.0215,777.00714
42,400.5504,434.60504,397.7129,163.27031,902.65546,94.39776,6.2815127,213.43698,36.87395,110.72969,389.83752,1675.8782,0.12605043,592.11066,143.47339,179.19328,548.2395,243.50981,0.0,95.70869,165.14706,0.12885155,1295.6289,460.2451,44.053223,97.21008,309.9664,0.0,807.08826,206.20868,14.764706,1873.7703,935.423,7226.6514,1.0896358,596.10925,0.27310926,1215.8641,296.07983,0.0,1472.7577,389.30533,5.607843,1940.5854,887.0,8.327731,2602.8474,47.570026,88.42157,2388.178,2562.5337,0.5,78.35154,9765.154,0.59243697,11.334734,3162.7354,1284.2913
43,35.17,445.34,315.74667,130.63333,1125.1934,95.2,2.09,389.78665,10.526667,0.0,175.82,2902.5833,0.0,502.59,200.79,28.893333,212.25667,370.55,0.0,3.8166666,427.44,0.0,3770.6,2526.7734,11.233334,5.85,411.16666,0.0,777.2633,368.85,0.0,1737.2067,2209.7234,0.0,0.0,409.60333,0.0,8586.986,375.58667,0.0,969.7,465.29666,0.0,0.0,1094.36,0.0,727.5367,52.883335,0.0,2796.03,13.67,0.0,88.32,11780.52,0.0,0.0,4737.6367,548.13
44,5462.0806,353.77576,174.16193,510.0061,613.40247,63.29336,15.089431,127.60773,48.677505,1012.7832,251.55487,929.06366,13.183604,338.34485,108.49593,996.0,244.6416,194.46951,0.5155827,48.140244,137.4187,0.49525747,1098.1843,396.1023,36.80691,50.103657,182.2317,2.254065,351.42075,117.45122,916.00543,767.65247,824.6003,839.6348,1.799458,172.81097,6.5738482,652.04065,173.98239,0.15243903,606.1409,306.25134,3.794038,22.172087,491.82858,16.386179,1831.7479,40.57317,1904.8273,1312.9905,175.08199,0.31300813,4.4844174,5199.1567,37.44038,4.97561,1411.1761,2056.9229
